timestamp,minute_of_day,pv_power_kw,battery_soc_kwh,battery_soc_pct,battery_charge_kw,battery_discharge_kw,pv_to_load_kw,pv_to_battery_kw,pv_wasted_kw,grid_to_load_kw,bedroom_kw,hall_kw,kitchen_kw,washing_machine_kw,motor_pump_kw,geyser_kw,bedroom_source,hall_source,kitchen_source,washing_machine_source,motor_pump_source,geyser_source
2025-12-06 01:36:00,96,0.0,1.847,46.2,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:37:00,97,0.0,1.845,46.1,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:38:00,98,0.0,1.844,46.1,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:39:00,99,0.0,1.842,46.1,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:40:00,100,0.0,1.841,46.0,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:41:00,101,0.0,1.839,46.0,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:42:00,102,0.0,1.837,45.9,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:43:00,103,0.0,1.836,45.9,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:44:00,104,0.0,1.834,45.9,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:45:00,105,0.0,1.833,45.8,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:46:00,106,0.0,1.831,45.8,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:47:00,107,0.0,1.829,45.7,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:48:00,108,0.0,1.828,45.7,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:49:00,109,0.0,1.826,45.7,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:50:00,110,0.0,1.825,45.6,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:51:00,111,0.0,1.823,45.6,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:52:00,112,0.0,1.822,45.5,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:53:00,113,0.0,1.82,45.5,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:54:00,114,0.0,1.818,45.5,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:55:00,115,0.0,1.817,45.4,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:56:00,116,0.0,1.815,45.4,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:57:00,117,0.0,1.814,45.3,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:58:00,118,0.0,1.812,45.3,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 01:59:00,119,0.0,1.811,45.3,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 02:00:00,120,0.0,1.809,45.2,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
2025-12-06 02:01:00,121,0.0,1.807,45.2,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,SOLAR,SOLAR,SOLAR,GRID,GRID,GRID
